#%file0_affymetrix-algorithm-param-apt-opt-feat-effect-file=
#%file0_affymetrix-algorithm-param-apt-opt-target-sketch-file=
#%file0_affymetrix-algorithm-param-apt-opt-do-residuals=false
#%file0_affymetrix-algorithm-param-apt-opt-do-feature-effects=false
#%file0_affymetrix-algorithm-param-apt-opt-write-sketch=false
#%file0_affymetrix-algorithm-param-quantification-name=med-polish
#%file0_affymetrix-algorithm-param-quantification-version=1.0
#%file0_affymetrix-algorithm-param-quantification-scale=log2
#%file0_affymetrix-algorithm-param-quantification-type=signal
############################################################
#%file1_name=/home/stefan_l/Diabetes_Postdoc/Hemang_data/Muscle_exercise/lib/NuGOHs1a520180_Hs_Probeset_ID_2_GeneSymbol.txt
#%file1_cols=probeset_id,Gene Symbol,
############################################################
probeset_id	34884_1	34884_2	34885_1	34885_2	34888_1	34888_2	34892_1	34892_2	34893_1	34893_2	34894_1	34894_2	34895_1	34895_2	34896_1	34896_2	34897_1	34897_2	34898_1	34898_2	34899_1	34899_2	34900_1	34900_2	34901_1	34901_2	34902_1	34902_2	34903_1	34903_2	34904_1	34904_2	34905_1	34905_2	34906_1	34906_2	34907_1	34907_2	34908_1	34908_2	34909_1	34909_2	34910_1	34910_2	34912_1	34912_2	34913_1	34913_2	34915_1	34915_2	34919_1	34919_2	34921_1	34921_2	34922_1	34922_2	34923_1	34923_2	34924_1	34924_2	34925_1	34925_2	34926_1	34926_2	34927_1	34927_2	34929_1	34929_2	34930_1	34930_2	34931_1	34931_2	34932_1	34932_2	34933_1	34933_2	34934_1	34934_2	Gene Symbol
NM_021170_at	5.09884	5.18295	5.11292	5.10167	4.99410	5.05653	5.55289	5.37289	5.38666	5.61145	5.43959	5.56120	5.31800	5.17355	5.29388	5.22095	5.51056	5.49193	5.49734	5.99922	5.02633	5.12125	5.60733	5.46450	5.50505	6.01363	5.01733	5.42416	5.53104	4.94716	5.84130	5.48729	5.00243	5.18231	5.44695	5.59057	4.93535	5.76674	5.71629	5.60429	5.70213	5.42007	5.56294	5.80318	4.98118	5.12397	5.05514	5.45770	5.24305	5.65846	4.91439	5.11323	5.72184	4.69217	5.19249	5.37971	5.45282	5.35391	5.25335	5.39598	5.02110	4.78916	5.26812	5.22713	5.23819	5.49280	5.51891	5.27794	5.37160	5.34596	5.39139	5.34289	5.29078	5.20215	5.20375	5.77623	5.41496	5.31080	HES4
NM_032129_at	5.68236	5.65257	5.69465	5.51121	5.62895	5.76091	5.65118	5.72801	5.89121	5.86166	5.88720	5.61750	5.81709	5.67127	5.68095	5.77612	5.74511	5.81181	5.60581	5.95371	5.58052	5.67112	5.65113	5.62702	5.68390	5.63866	5.74731	5.78702	5.51175	5.72655	5.68137	5.66058	5.69605	5.89710	5.57930	5.50333	5.12138	5.79728	5.77547	5.76870	5.46310	5.63605	5.69318	5.67632	5.57541	5.33825	5.29251	5.65517	5.79895	5.37841	5.52042	5.32500	5.76008	5.40019	5.58822	5.48897	5.84957	5.66087	5.84368	5.65895	5.56219	5.55239	5.51606	5.28951	5.64648	5.59960	5.49769	5.84371	5.66995	5.60807	5.47018	5.61316	5.85467	5.66857	5.82622	5.79247	5.65712	5.67325	PLEKHN1
NM_058167_at	7.05556	6.71247	6.55809	6.88451	6.83189	6.70747	6.95385	6.93808	6.46426	6.97206	6.71919	6.74058	7.10480	7.15745	7.12731	7.04035	6.93544	6.83014	6.63362	6.82072	6.93428	6.90182	7.06302	7.29433	7.00655	6.88575	6.58295	7.03557	6.90337	7.15819	7.17168	7.17522	6.81663	6.70675	7.23686	7.03028	7.02809	7.16441	7.10412	7.18136	6.88440	6.89806	6.99462	6.95698	6.73289	6.88900	6.98249	6.95362	7.05745	6.96516	6.70304	6.74502	6.93184	6.52610	6.72086	6.99183	6.92398	7.05359	6.97005	6.92355	7.03450	6.73002	7.02829	6.91233	7.03216	7.28807	6.86575	7.19454	6.74454	6.82911	7.08662	7.25552	7.07443	6.95663	6.81433	7.19697	6.58489	6.72991	UBE2J2
NM_080605_at	5.75501	5.53971	5.90890	5.69698	6.21315	5.54480	5.99963	5.98510	6.09265	6.04907	6.01687	5.75052	5.61739	5.98463	5.84144	6.04013	6.36157	6.16691	5.95321	5.87934	6.04303	6.05788	5.87023	5.85755	6.02833	6.13199	5.79949	5.59310	5.60272	5.93232	5.82478	5.88904	5.94044	5.96652	5.94046	5.93183	6.15640	5.94971	5.95299	5.86281	6.06675	5.88706	5.78868	5.73330	6.24015	6.02733	5.82693	5.92715	5.86523	6.01939	6.15151	6.75322	5.86370	5.92060	6.09303	5.60245	5.81432	5.92753	5.65819	5.86925	5.88059	5.91891	6.18881	5.92090	5.80350	5.44414	5.70026	5.73106	6.02117	6.40850	5.72758	5.62448	5.91449	5.78465	5.62380	5.87812	6.34164	5.98626	B3GALT6
NM_138705_at	5.08857	6.02055	9.23066	8.90595	10.30323	6.58269	6.52238	6.40163	5.66101	5.23667	7.02713	10.13100	5.69418	5.92982	6.03461	5.63218	6.04850	7.90911	7.72234	6.35870	7.33858	7.02348	6.54925	7.11818	7.00538	6.41953	9.57763	7.57684	8.16356	8.79615	5.46897	5.77528	6.92832	8.03392	5.91114	5.12243	9.47900	8.38644	6.62571	7.51033	7.36994	8.22062	6.01086	6.02204	7.78703	8.82411	7.80707	7.04924	6.12135	5.78885	8.11529	7.33271	6.27041	8.62185	9.10065	9.96143	6.95621	6.28681	7.56074	7.49424	7.63743	9.00940	9.79845	8.39472	8.03191	6.42476	7.77361	6.63294	6.49324	6.17301	5.84170	5.55502	7.65483	6.22289	5.97969	5.61617	9.59849	7.58037	CALML6
NM_152486_at	5.66317	5.75114	5.60309	5.80000	5.87226	5.89361	5.79317	5.87032	5.94901	5.79103	5.71392	6.02271	5.71325	5.99971	5.85283	5.86221	5.93822	5.85283	6.16124	5.39465	5.84081	5.50515	6.05915	5.65980	6.08619	5.96920	6.14531	5.74529	5.88521	5.27209	5.80164	5.96445	5.78259	5.64158	5.56201	5.13975	5.85287	5.80438	5.78234	5.83275	5.98266	5.88521	5.95834	6.13766	6.16463	5.86246	6.26879	6.94471	5.61491	5.80438	6.05610	5.95427	5.69698	5.76133	6.12363	5.91692	5.84876	5.95311	5.83772	5.88007	5.77740	5.74396	5.54896	5.69071	6.24247	6.17973	5.64007	5.91541	6.20023	7.50340	5.93185	5.45558	5.87961	5.84387	5.73691	5.90749	5.90041	5.76048	SAMD11
NM_153254_at	4.60268	4.61423	4.77749	4.64802	4.64744	4.55092	4.46689	4.69099	4.69108	4.73756	4.60114	4.58233	4.55900	4.64762	4.70277	4.52225	4.67772	4.70923	4.44104	4.75832	4.74415	4.92335	4.70082	4.68498	4.87680	4.41687	4.74149	4.67364	4.34626	4.26353	4.51989	4.68747	4.94701	4.53179	4.61115	4.31511	4.55706	4.71148	4.47613	4.67558	4.58466	4.85440	4.66929	4.66770	4.60901	4.49437	4.59025	4.48951	4.67552	4.59521	4.49253	4.19957	4.70655	4.24613	4.34623	4.44774	4.63382	4.65500	4.40581	4.29960	4.57225	4.37589	4.23975	4.46696	4.51168	4.86477	4.50887	4.65244	4.64458	4.71088	4.22951	4.48199	4.74472	4.75995	4.53108	4.90981	4.43358	4.82007	TTLL10
NM_153339_at	5.53888	5.68638	5.29308	5.16397	5.48565	5.31518	5.76308	5.66731	5.51573	5.57959	5.61137	5.72794	5.76480	5.86652	5.29447	5.79486	5.50957	5.57567	5.66803	5.30248	5.88622	5.55746	5.29208	5.68036	5.84864	5.50365	5.63625	5.57990	5.63485	5.53380	5.49999	5.70642	5.25914	5.58692	5.32288	5.19065	5.61160	5.67819	5.57916	5.73373	5.60307	5.71338	5.69882	5.57738	5.19952	5.61028	5.64810	5.85681	5.63168	5.25227	5.83273	5.87868	5.40739	5.41030	5.72400	5.82685	5.58002	5.63859	5.88715	5.71558	5.47067	5.70255	5.81475	5.66320	5.82636	5.30428	5.92806	5.49325	5.83839	5.14775	5.93185	5.43994	5.56015	5.58582	5.53645	5.28203	5.65947	5.56847	PUSL1
NM_153818_at	5.20617	4.99211	4.92197	5.13217	4.91231	4.81685	5.02009	5.23060	5.31249	5.19838	5.00345	4.91220	5.27471	5.27414	5.14618	5.21749	5.13845	5.14409	5.00602	5.16796	4.89206	4.97547	5.13307	5.08380	5.14143	4.95726	5.07125	5.09595	5.03374	5.27429	5.50987	5.17123	5.11162	4.93995	5.36963	5.43177	5.27218	5.37598	5.35552	5.26802	5.16093	4.99842	5.17395	5.08542	5.23813	5.16739	4.86604	5.29145	5.30263	5.33368	5.36644	5.77183	4.61303	4.40966	4.90382	5.34571	5.08891	5.26907	5.02272	5.14098	4.81138	5.06494	4.64296	5.14361	4.98566	5.32302	5.20367	5.20426	5.37214	5.46488	5.22664	5.39028	5.38064	5.35186	5.23752	5.44022	4.73035	5.15444	PEX10
NM_178545_at	9.05164	9.14373	9.70075	10.17904	10.48883	9.37215	10.08456	10.26505	8.94646	10.18453	10.08383	10.63740	9.40641	8.91503	9.66052	9.59977	9.88826	10.21776	10.51431	9.98900	9.85707	9.71553	10.69383	10.82862	10.04787	9.16590	10.80390	10.80276	10.24300	10.66151	9.45503	9.61751	9.95971	10.03960	9.94236	9.15883	10.37375	10.24635	9.87088	10.32630	10.27111	10.38669	9.79720	9.72507	9.35254	9.96070	10.48927	10.24659	10.01786	9.75656	10.79325	10.22919	9.50326	10.31708	10.42941	10.52952	9.96341	10.10610	9.89533	10.04004	10.51271	10.58324	10.50926	10.50046	10.51570	10.35381	10.51929	10.11256	9.47583	9.12343	9.95959	9.73480	10.07201	10.04428	9.71031	9.01034	10.53372	10.42000	TMEM52
NM_182533_at	6.09597	6.10038	6.20687	6.12936	5.83495	5.92737	6.14545	5.97499	6.12048	5.91276	6.06531	6.11554	6.07584	6.07816	6.16159	6.13514	6.37372	5.94298	5.97790	6.09641	6.11899	6.06758	6.26114	6.24005	6.01916	6.13088	6.36703	6.31362	6.26338	6.14447	6.10081	6.00111	6.16528	5.73800	6.03240	6.18632	5.72234	6.03888	6.06431	6.08724	6.34278	6.26677	6.06694	6.14618	6.70195	6.27093	6.34354	6.22520	6.40393	6.56025	6.16851	6.56822	5.81022	5.81487	5.87682	5.94510	6.14148	6.19565	6.24720	6.19908	6.38118	6.09523	5.77780	5.88029	6.17506	6.69322	6.32144	6.08559	5.96859	6.41843	6.16305	6.11769	5.59463	5.87798	6.22237	6.17971	6.15128	5.94197	C1orf86
NM_194315_at	7.05556	6.71247	6.55809	6.88451	6.83189	6.70747	6.95385	6.93808	6.46426	6.97206	6.71919	6.74058	7.10480	7.15745	7.12731	7.04035	6.93544	6.83014	6.63362	6.82072	6.93428	6.90182	7.06302	7.29433	7.00655	6.88575	6.58295	7.03557	6.90337	7.15819	7.17168	7.17522	6.81663	6.70675	7.23686	7.03028	7.02809	7.16441	7.10412	7.18136	6.88440	6.89806	6.99462	6.95698	6.73289	6.88900	6.98249	6.95362	7.05745	6.96516	6.70304	6.74502	6.93184	6.52610	6.72086	6.99183	6.92398	7.05359	6.97005	6.92355	7.03450	6.73002	7.02829	6.91233	7.03216	7.28807	6.86575	7.19454	6.74454	6.82911	7.08662	7.25552	7.07443	6.95663	6.81433	7.19697	6.58489	6.72991	UBE2J2
NM_194457_at	7.05556	6.71247	6.55809	6.88451	6.83189	6.70747	6.95385	6.93808	6.46426	6.97206	6.71919	6.74058	7.10480	7.15745	7.12731	7.04035	6.93544	6.83014	6.63362	6.82072	6.93428	6.90182	7.06302	7.29433	7.00655	6.88575	6.58295	7.03557	6.90337	7.15819	7.17168	7.17522	6.81663	6.70675	7.23686	7.03028	7.02809	7.16441	7.10412	7.18136	6.88440	6.89806	6.99462	6.95698	6.73289	6.88900	6.98249	6.95362	7.05745	6.96516	6.70304	6.74502	6.93184	6.52610	6.72086	6.99183	6.92398	7.05359	6.97005	6.92355	7.03450	6.73002	7.02829	6.91233	7.03216	7.28807	6.86575	7.19454	6.74454	6.82911	7.08662	7.25552	7.07443	6.95663	6.81433	7.19697	6.58489	6.72991	UBE2J2
NM_194458_at	7.05556	6.71247	6.55809	6.88451	6.83189	6.70747	6.95385	6.93808	6.46426	6.97206	6.71919	6.74058	7.10480	7.15745	7.12731	7.04035	6.93544	6.83014	6.63362	6.82072	6.93428	6.90182	7.06302	7.29433	7.00655	6.88575	6.58295	7.03557	6.90337	7.15819	7.17168	7.17522	6.81663	6.70675	7.23686	7.03028	7.02809	7.16441	7.10412	7.18136	6.88440	6.89806	6.99462	6.95698	6.73289	6.88900	6.98249	6.95362	7.05745	6.96516	6.70304	6.74502	6.93184	6.52610	6.72086	6.99183	6.92398	7.05359	6.97005	6.92355	7.03450	6.73002	7.02829	6.91233	7.03216	7.28807	6.86575	7.19454	6.74454	6.82911	7.08662	7.25552	7.07443	6.95663	6.81433	7.19697	6.58489	6.72991	UBE2J2
NM_198576_at	5.69814	5.76941	5.71348	5.83824	5.49906	5.73471	5.78006	5.79284	6.05313	6.19494	5.76674	5.73881	5.64617	5.84509	6.04431	5.74862	6.28644	6.11116	5.89871	5.97147	5.83707	5.82545	5.87738	6.10676	5.86107	5.98997	5.80527	6.05267	6.22408	5.93128	6.10188	6.03091	5.53811	5.59710	5.93559	6.13720	5.53464	5.62696	5.91097	5.94193	6.25906	5.80310	5.30681	5.85817	5.38118	5.58695	5.76467	5.89391	6.07107	6.64789	5.65485	5.73389	5.90767	5.48936	5.43355	5.85360	5.88894	5.77248	5.78424	5.83945	5.88923	5.64170	5.83206	5.70991	5.99524	5.73166	5.81017	6.06729	5.83679	5.86650	6.02952	5.86488	5.80117	6.07138	5.92261	6.07958	5.64493	5.67597	AGRN
NR_026749_at	3.55860	3.41019	3.70487	4.04635	3.74107	3.87799	3.51706	3.73010	3.62251	4.00549	3.70679	3.32790	3.49940	3.54092	3.66915	3.55860	4.29633	3.65679	3.70565	3.69875	3.46141	3.60915	3.75047	3.77069	3.67804	4.04290	3.87980	3.63945	3.66315	3.77710	3.41603	3.60403	3.71117	3.95902	3.53005	3.89541	3.48336	3.96508	3.46996	3.79988	3.74436	3.97197	3.62985	3.70623	3.79634	3.50958	4.07158	3.44506	4.11395	3.77666	3.71352	3.28723	4.14761	3.18946	3.78177	3.42559	3.71899	3.80030	3.63623	3.52945	3.70774	3.64675	3.58655	3.60905	3.62380	4.05409	3.50118	4.15196	3.71015	3.99946	3.40998	3.65981	3.76027	4.00938	3.83617	4.02886	4.05157	3.95190	SKINTL
NR_027693_at	8.11802	8.10754	7.41749	8.20982	7.48530	7.61954	8.18510	7.89392	7.67203	8.20583	8.00154	7.65373	8.03484	8.12722	8.28581	8.14683	8.39024	8.02457	7.76505	7.90885	7.85683	7.71684	8.31449	8.18056	7.82944	7.99164	7.94652	8.41035	7.98964	8.14483	8.07894	8.11154	7.81183	7.76593	7.99130	7.90273	8.10393	7.97296	8.09344	8.20315	7.95846	7.89144	8.19361	8.26705	7.28641	7.52233	7.90480	7.84511	8.34091	8.09454	7.71077	6.60904	7.78778	7.30677	7.79647	7.71804	8.00820	8.18900	7.91177	8.04458	7.68089	7.68872	7.46454	7.91392	7.95425	8.07144	7.98649	8.12148	7.60377	7.44747	7.80116	8.29512	7.77841	8.05107	7.70972	8.09544	7.73434	7.73862	C1orf170
XR_039825_at	8.27455	8.31036	7.66870	8.40962	7.74269	7.79569	8.36614	8.05582	7.86569	8.33761	8.18178	7.82636	8.24517	8.39214	8.49133	8.38412	8.57573	8.23636	7.99428	8.12171	8.01344	7.91322	8.47496	8.34745	8.04812	8.12920	8.12469	8.59841	8.15937	8.34354	8.25708	8.30399	8.02740	7.96865	8.17273	8.09503	8.30059	8.22059	8.35139	8.42814	8.19581	8.09407	8.42168	8.53511	7.39104	7.72790	8.01479	7.99985	8.48925	8.28888	7.96709	6.91276	8.03741	7.52864	8.01414	7.91354	8.22251	8.42277	8.10343	8.23683	7.85937	7.88771	7.84146	8.12296	8.18816	8.30128	8.18162	8.36289	7.79493	7.71389	8.01523	8.46379	8.01928	8.24454	7.86088	8.30933	7.89105	7.95434	C1orf170
XR_039826_at	8.27455	8.31036	7.66870	8.40962	7.74269	7.79569	8.36614	8.05582	7.86569	8.33761	8.18178	7.82636	8.24517	8.39214	8.49133	8.38412	8.57573	8.23636	7.99428	8.12171	8.01344	7.91322	8.47496	8.34745	8.04812	8.12920	8.12469	8.59841	8.15937	8.34354	8.25708	8.30399	8.02740	7.96865	8.17273	8.09503	8.30059	8.22059	8.35139	8.42814	8.19581	8.09407	8.42168	8.53511	7.39104	7.72790	8.01479	7.99985	8.48925	8.28888	7.96709	6.91276	8.03741	7.52864	8.01414	7.91354	8.22251	8.42277	8.10343	8.23683	7.85937	7.88771	7.84146	8.12296	8.18816	8.30128	8.18162	8.36289	7.79493	7.71389	8.01523	8.46379	8.01928	8.24454	7.86088	8.30933	7.89105	7.95434	C1orf170
XR_039827_at	8.11802	8.10754	7.41749	8.20982	7.48530	7.61954	8.18510	7.89392	7.67203	8.20583	8.00154	7.65373	8.03484	8.12722	8.28581	8.14683	8.39024	8.02457	7.76505	7.90885	7.85683	7.71684	8.31449	8.18056	7.82944	7.99164	7.94652	8.41035	7.98964	8.14483	8.07894	8.11154	7.81183	7.76593	7.99130	7.90273	8.10393	7.97296	8.09344	8.20315	7.95846	7.89144	8.19361	8.26705	7.28641	7.52233	7.90480	7.84511	8.34091	8.09454	7.71077	6.60904	7.78778	7.30677	7.79647	7.71804	8.00820	8.18900	7.91177	8.04458	7.68089	7.68872	7.46454	7.91392	7.95425	8.07144	7.98649	8.12148	7.60377	7.44747	7.80116	8.29512	7.77841	8.05107	7.70972	8.09544	7.73434	7.73862	C1orf170
XR_041871_at	5.85594	5.76891	5.65686	5.88420	5.68186	5.96155	5.59987	5.74412	6.17281	5.99223	5.91816	5.85149	5.65530	5.63145	5.86056	5.82645	6.01403	5.94607	5.76036	5.97147	5.55130	5.80886	5.83057	5.90896	6.04604	5.86507	5.76188	5.97285	5.85906	5.55765	5.85153	5.77363	5.98348	5.80181	5.70720	5.32989	5.62274	5.85819	5.68137	6.03581	5.68699	5.84220	5.61762	5.87219	5.75780	5.72502	5.52603	5.50524	5.99117	5.56855	5.80775	5.43229	6.10896	5.36513	5.93496	5.69063	5.80365	5.80194	5.82991	5.94011	5.52292	5.69951	5.44570	5.74852	5.80457	5.98157	5.83066	5.82169	5.95717	5.73756	5.95596	6.01846	6.00019	5.92456	5.83196	6.23228	5.80807	5.80200	FLJ14100
XR_041872_at	5.46673	5.31862	4.99932	5.41398	5.23018	5.43605	5.15356	5.28433	5.74567	5.62990	5.45151	5.46791	5.17932	5.24408	5.42148	5.43547	5.60083	5.49662	5.34100	5.63597	5.09157	5.22411	5.37106	5.38901	5.53469	5.39226	5.35002	5.60173	5.42453	5.01846	5.39215	5.31586	5.49769	5.33466	5.17178	4.99788	5.14666	5.47360	5.18223	5.63379	5.27600	5.35688	5.25817	5.42878	5.31426	5.39845	5.10293	5.05903	5.57645	5.05092	5.46555	4.96892	5.73385	4.89554	5.47621	5.29840	5.30314	5.36866	5.42596	5.57180	5.06325	5.23564	4.98574	5.25587	5.47380	5.65790	5.44975	5.39165	5.51686	5.31378	5.55646	5.68700	5.60261	5.46999	5.33898	5.84570	5.36989	5.41884	FLJ14100
XR_041873_at	5.85594	5.76891	5.65686	5.88420	5.68186	5.96155	5.59987	5.74412	6.17281	5.99223	5.91816	5.85149	5.65530	5.63145	5.86056	5.82645	6.01403	5.94607	5.76036	5.97147	5.55130	5.80886	5.83057	5.90896	6.04604	5.86507	5.76188	5.97285	5.85906	5.55765	5.85153	5.77363	5.98348	5.80181	5.70720	5.32989	5.62274	5.85819	5.68137	6.03581	5.68699	5.84220	5.61762	5.87219	5.75780	5.72502	5.52603	5.50524	5.99117	5.56855	5.80775	5.43229	6.10896	5.36513	5.93496	5.69063	5.80365	5.80194	5.82991	5.94011	5.52292	5.69951	5.44570	5.74852	5.80457	5.98157	5.83066	5.82169	5.95717	5.73756	5.95596	6.01846	6.00019	5.92456	5.83196	6.23228	5.80807	5.80200	FLJ14100
#%file0_affymetrix-algorithm-param-quantification-scale=log2
#%file0_affymetrix-algorithm-param-quantification-type=signal
############################################################
#%file1_name=/home/stefan_l/Diabetes_Postdoc/Hemang_data/Muscle_exercise/lib/NuGOHs1a520180_Hs_Probeset_ID_2_GeneSymbol.txt
#%file1_cols=probeset_id,Gene Symbol,
############################################################
probeset_id	34884_1	34884_2	34885_1	34885_2	34888_1	34888_2	34892_1	34892_2	34893_1	34893_2	34894_1	34894_2	34895_1	34895_2	34896_1	34896_2	34897_1	34897_2	34898_1	34898_2	34899_1	34899_2	34900_1	34900_2	34901_1	34901_2	34902_1	34902_2	34903_1	34903_2	34904_1	34904_2	34905_1	34905_2	34906_1	34906_2	34907_1	34907_2	34908_1	34908_2	34909_1	34909_2	34910_1	34910_2	34912_1	34912_2	34913_1	34913_2	34915_1	34915_2	34919_1	34919_2	34921_1	34921_2	34922_1	34922_2	34923_1	34923_2	34924_1	34924_2	34925_1	34925_2	34926_1	34926_2	34927_1	34927_2	34929_1	34929_2	34930_1	34930_2	34931_1	34931_2	34932_1	34932_2	34933_1	34933_2	34934_1	34934_2	Gene Symbol
NM_000815_at	5.13603	4.98917	5.22751	5.14188	5.21919	5.11324	5.21962	5.31818	5.32953	6.06085	5.46326	5.09613	5.21991	5.22416	5.45074	5.15333	5.21119	5.09099	5.11851	5.15931	5.12214	5.47774	5.12176	5.32010	5.23730	5.31749	5.18679	5.16944	5.21054	4.97398	5.21685	5.11957	5.27429	5.45476	4.97858	5.13840	5.12362	5.30247	5.23162	5.31967	5.22084	5.53488	5.14912	5.15802	5.32810	5.11470	5.06471	5.06160	5.51508	5.22112	5.36429	5.01670	5.22069	4.82790	5.21699	5.14589	5.29962	5.20272	5.38048	5.05518	4.93521	5.07711	5.03256	4.71713	5.33885	5.28548	5.14004	5.21156	5.27160	5.08394	4.92937	5.16500	5.50893	5.41709	5.26481	5.32269	5.22385	5.38322	GABRD
NM_001010926_at	5.53586	5.38318	5.36385	5.25929	5.38135	5.21465	5.15227	5.59743	5.43873	5.57257	5.66929	5.49346	5.30898	5.50263	5.43969	5.43049	5.36740	5.22613	5.51652	5.25946	5.35033	5.25403	5.41295	5.31461	5.38544	5.43961	5.33974	5.35033	5.08254	5.28181	5.62484	5.69408	5.52253	5.34961	5.67300	5.55448	5.20983	5.52573	5.42699	5.72061	5.59774	5.45304	5.53037	5.50777	5.27840	5.27785	5.20028	5.49896	5.50083	5.30771	5.23994	5.34987	5.53428	5.15787	5.26166	5.54632	5.29390	5.23861	5.56359	5.43986	5.19379	5.30178	5.46125	5.20368	5.51125	5.44066	5.49766	5.39052	5.50411	5.13817	5.36328	5.26257	5.43719	5.37168	5.25830	5.59295	5.35750	5.47480	HES5
NM_001033581_at	3.51392	3.69381	3.52229	3.60786	3.84003	3.36836	3.49778	3.77038	3.84725	4.02529	3.86354	3.77922	3.67654	3.75877	4.04412	3.74263	3.87933	3.69705	3.75608	3.83311	3.37474	4.04707	3.88113	3.82258	3.88645	3.75218	3.66803	3.91188	3.69761	3.68853	3.79221	3.44199	3.82876	3.86714	3.49427	3.72749	3.50897	3.55948	3.68258	4.02226	3.84630	3.79614	3.68497	3.65834	3.77184	3.68909	3.82191	3.81972	3.75469	3.71463	3.81145	4.07028	4.13231	3.33908	3.70504	3.53483	3.71136	3.49672	3.59665	3.78761	3.31374	3.67144	3.48148	3.61151	3.69870	3.94361	3.62908	3.79038	3.74567	3.96623	3.69296	3.69966	3.73118	3.68051	3.77291	3.96694	3.77352	3.82336	PRKCZ
NM_001033582_at	3.51392	3.69381	3.52229	3.60786	3.84003	3.36836	3.49778	3.77038	3.84725	4.02529	3.86354	3.77922	3.67654	3.75877	4.04412	3.74263	3.87933	3.69705	3.75608	3.83311	3.37474	4.04707	3.88113	3.82258	3.88645	3.75218	3.66803	3.91188	3.69761	3.68853	3.79221	3.44199	3.82876	3.86714	3.49427	3.72749	3.50897	3.55948	3.68258	4.02226	3.84630	3.79614	3.68497	3.65834	3.77184	3.68909	3.82191	3.81972	3.75469	3.71463	3.81145	4.07028	4.13231	3.33908	3.70504	3.53483	3.71136	3.49672	3.59665	3.78761	3.31374	3.67144	3.48148	3.61151	3.69870	3.94361	3.62908	3.79038	3.74567	3.96623	3.69296	3.69966	3.73118	3.68051	3.77291	3.96694	3.77352	3.82336	PRKCZ
NM_001039211_at	4.62757	4.91102	4.62285	4.49828	5.25406	5.35736	5.10117	5.03719	5.13727	5.19102	5.43658	5.44164	4.87978	4.70852	5.07146	5.19671	5.38939	4.83652	4.63978	5.15531	4.85340	4.87159	5.35427	5.26588	4.85242	4.89522	5.13404	5.63212	5.52304	4.83677	4.94048	4.88066	5.01458	4.78888	4.49807	4.77021	4.74399	5.17835	5.21998	4.63819	4.80829	5.26658	4.91909	4.87942	5.08914	5.04659	4.85226	5.05634	5.04160	4.92614	5.21914	4.49729	5.49393	4.68452	4.53988	4.82103	4.86239	4.89096	5.23915	5.44717	5.28283	4.52969	5.53094	4.75400	4.50669	4.87486	5.13648	5.14986	4.99296	4.46407	4.72429	4.78226	5.40998	5.09041	5.06291	5.06502	5.16000	5.28087	ATAD3C
NM_001080484_at	4.55080	4.59334	4.51386	4.63588	4.57846	4.45840	4.75249	4.75151	4.77164	5.05633	4.52208	4.88194	4.51972	4.72143	4.52607	4.52519	4.54503	4.68599	4.74632	4.96914	4.44625	4.73718	5.16037	4.97611	4.86478	4.51864	4.63514	4.71009	4.62068	4.80099	4.71510	4.72116	4.65950	4.57429	4.23748	4.67344	4.68425	4.59394	4.79309	4.58106	4.78486	5.08163	4.43946	4.37618	4.35840	4.28960	4.78251	4.35895	4.67594	4.74941	4.93510	4.40010	4.39188	4.81962	4.65249	4.65423	4.59713	4.38910	4.43230	4.77078	5.00905	4.79235	4.47066	4.75852	4.89756	4.68523	4.53796	4.87959	4.69684	4.68966	4.51287	4.43490	4.76398	4.78091	4.74568	4.67344	4.59362	4.71523	KIAA1751
NM_001130413_at	4.71862	4.47359	4.59613	4.75083	4.91491	4.80809	4.68015	4.97228	4.90824	5.45725	4.76382	4.63601	4.77489	5.05110	4.83186	4.67835	4.97430	4.66520	4.89695	4.80051	4.55174	4.92484	4.87384	4.92563	4.88668	4.75617	5.01151	5.09544	4.84104	4.77930	4.77387	4.92537	4.36730	4.50706	4.67377	4.35080	4.48549	5.01446	4.84685	4.70604	4.99717	5.02680	4.96153	4.87876	4.56137	4.57561	4.76540	4.85366	5.01054	4.87399	4.92329	4.70972	5.01323	4.39868	4.71102	4.85469	4.74884	4.81198	4.94230	4.66537	4.52655	4.70267	4.65901	4.65483	4.67964	4.63657	4.67538	4.86165	4.74700	4.99383	4.68452	4.48373	4.91730	4.81735	4.93547	5.10703	4.52210	4.73722	SCNN1D
NM_001142467_at	5.09884	5.18295	5.11292	5.10167	4.99410	5.05653	5.55289	5.37289	5.38666	5.61145	5.43959	5.56120	5.31800	5.17355	5.29388	5.22095	5.51056	5.49193	5.49734	5.99922	5.02633	5.12125	5.60733	5.46450	5.50505	6.01363	5.01733	5.42416	5.53104	4.94716	5.84130	5.48729	5.00243	5.18231	5.44695	5.59057	4.93535	5.76674	5.71629	5.60429	5.70213	5.42007	5.56294	5.80318	4.98118	5.12397	5.05514	5.45770	5.24305	5.65846	4.91439	5.11323	5.72184	4.69217	5.19249	5.37971	5.45282	5.35391	5.25335	5.39598	5.02110	4.78916	5.26812	5.22713	5.23819	5.49280	5.51891	5.27794	5.37160	5.34596	5.39139	5.34289	5.29078	5.20215	5.20375	5.77623	5.41496	5.31080	HES4
